id,comment,User  id,Photo id,created Timestamp,posted date,emoji used,Hashtags used count,
1243,a great laborious or,60,43,13-04-2023 08:04,Apr-14,yes,0,
1244,said services to be rejected,63,43,13-04-2023 08:04,Apr-14,no,5,
1245,in life as it were,65,43,13-04-2023 08:04,Apr-14,no,6,
1246,choosing his life,66,43,13-04-2023 08:04,Apr-14,yes,2,
1247,indeed he wants things,69,43,13-04-2023 08:04,Apr-14,yes,1,
1248,of truth that every,71,43,13-04-2023 08:04,Apr-14,no,3,
1249,nothing here because,72,43,13-04-2023 08:04,Apr-14,yes,1,
1250,because it is an option,75,43,13-04-2023 08:04,Apr-14,no,2,
1251,who left some,76,43,13-04-2023 08:04,Apr-14,no,4,
1252,we lead him as he wants,85,43,13-04-2023 08:04,Apr-14,yes,2,
1253,the difference between pain,87,43,13-04-2023 08:04,Apr-14,yes,1,
1254,flee us from pain,91,43,13-04-2023 08:04,Apr-14,no,2,
1255,a wise man wants a great one,5,44,13-04-2023 08:04,Apr-14,yes,0,
1256,or whatever he wants,14,44,13-04-2023 08:04,Apr-14,no,5,
1257,in and criticized,17,44,13-04-2023 08:04,Apr-14,no,6,
1258,we accuse as no one,18,44,13-04-2023 08:04,Apr-14,yes,2,
1259,let them hate us,20,44,13-04-2023 08:04,Apr-14,yes,1,
1260,the pleasure that which,21,44,13-04-2023 08:04,Apr-14,no,3,
1261,according to the pleasure of the times,24,44,13-04-2023 08:04,Apr-14,yes,1,
1262,every pleasure of the way,27,44,13-04-2023 08:04,Apr-14,no,2,
1263,that I will be chosen,28,44,13-04-2023 08:04,Apr-14,no,4,
1264,they are something to us,36,44,13-04-2023 08:04,Apr-14,yes,2,
1265,it will all come to pass,41,44,13-04-2023 08:04,Apr-14,yes,1,
1266,she is a pain,54,44,13-04-2023 08:04,Apr-14,no,2,
1267,not the choice of accusers,57,44,13-04-2023 08:04,Apr-14,yes,0,
1268,for nothing is more severe,66,44,13-04-2023 08:04,Apr-14,no,5,
1269,which he avoids bearing,67,44,13-04-2023 08:04,Apr-14,no,6,
1270,I will explain the laborious opening,71,44,13-04-2023 08:04,Apr-14,yes,2,
1271,often follow that,75,44,13-04-2023 08:04,Apr-14,yes,1,
1272,nor that exercise,76,44,13-04-2023 08:04,Apr-14,no,3,
1273,nothing corrupt either,78,44,13-04-2023 08:04,Apr-14,yes,1,
1274,it will happen that the whole is asperated,85,44,13-04-2023 08:04,Apr-14,no,2,
1275,let there be no pains,87,44,13-04-2023 08:04,Apr-14,no,4,
1276,what pains we have,91,44,13-04-2023 08:04,Apr-14,yes,2,
1277,to be excluded by law,92,44,13-04-2023 08:04,Apr-14,yes,1,
1278,and pain at greater times,93,44,13-04-2023 08:04,Apr-14,no,2,
1279,desire for the pain of truth,96,44,13-04-2023 08:04,Apr-14,yes,0,
1280,to achieve that,98,44,13-04-2023 08:04,Apr-14,no,5,
1281,and distinction by law,5,45,13-04-2023 08:04,Apr-14,no,6,
1282,leave the pain that,9,45,13-04-2023 08:04,Apr-14,yes,2,
1283,than because of pains,14,45,13-04-2023 08:04,Apr-14,yes,1,
1284,free services and,15,45,13-04-2023 08:04,Apr-14,no,3,
1285,the smallest of pains,16,45,13-04-2023 08:04,Apr-14,yes,1,
1286,choose loose that,19,45,13-04-2023 08:04,Apr-14,no,2,
1287,option fault as,21,45,13-04-2023 08:04,Apr-14,no,4,
1288,selected pain of discomfort,22,45,13-04-2023 08:04,Apr-14,yes,2,
1289,because the training is to blame,24,45,13-04-2023 08:04,Apr-14,yes,1,
1290,life is where,36,45,13-04-2023 08:04,Apr-14,no,2,
1291,and all the pain to follow,41,45,13-04-2023 08:04,Apr-14,yes,0,
1292,it repels the consequences of suffering,43,45,13-04-2023 08:04,Apr-14,no,5,
1293,very rough troubles,54,45,13-04-2023 08:04,Apr-14,no,6,
1294,for they are the very thing,57,45,13-04-2023 08:04,Apr-14,yes,2,
1295,that either by bearing,60,45,13-04-2023 08:04,Apr-14,yes,1,
1296,therefore pains with pleasures,61,45,13-04-2023 08:04,Apr-14,no,3,
1297,with that very pleasure,62,45,13-04-2023 08:04,Apr-14,yes,1,
1298,pain will occur and,63,45,13-04-2023 08:04,Apr-14,no,2,
1299,it will be followed either by pleasure,65,45,13-04-2023 08:04,Apr-14,no,4,
1300,and those of truth and,66,45,13-04-2023 08:04,Apr-14,yes,2,
1301,because the gentle will be received,67,45,13-04-2023 08:04,Apr-14,yes,1,
1302,but further on,69,45,13-04-2023 08:04,Apr-14,no,2,
1303,pleasure and things,71,45,13-04-2023 08:04,Apr-14,yes,0,
1304,they should be assumed to be the smallest,73,45,13-04-2023 08:04,Apr-14,no,5,
1305,but it is hateful,75,45,13-04-2023 08:04,Apr-14,no,6,
1306,which is also an option,76,45,13-04-2023 08:04,Apr-14,yes,2,
1307,rejecting the ways of things,91,45,13-04-2023 08:04,Apr-14,yes,1,
1308,and pain expedient as,97,45,13-04-2023 08:04,Apr-14,no,3,
1309,him great elders,99,45,13-04-2023 08:04,Apr-14,yes,1,
1310,it is a convenient inconvenience,2,46,13-04-2023 08:04,Apr-14,no,2,
1311,we lead him to be repulsed,5,46,13-04-2023 08:04,Apr-14,no,4,
1312,by which great pains,6,46,13-04-2023 08:04,Apr-14,yes,2,
1313,some choose none,14,46,13-04-2023 08:04,Apr-14,yes,1,
1314,She was indeed blessed,15,46,13-04-2023 08:04,Apr-14,no,2,
1315,let it be because he loves,17,46,13-04-2023 08:04,Apr-14,yes,0,
1316,as a reason because,21,46,13-04-2023 08:04,Apr-14,no,5,
1317,pleasure pleasure that,24,46,13-04-2023 08:04,Apr-14,no,6,
1318,the services themselves,27,46,13-04-2023 08:04,Apr-14,yes,2,
1319,from hates and,30,46,13-04-2023 08:04,Apr-14,yes,1,
1320,who therefore either,31,46,13-04-2023 08:04,Apr-14,no,3,
1321,often what if,35,46,13-04-2023 08:04,Apr-14,yes,1,
1322,rejecting the corrupt option,36,46,13-04-2023 08:04,Apr-14,no,2,
1323,hence the great thing,38,46,13-04-2023 08:04,Apr-14,no,4,
1324,and that pleasures,40,46,13-04-2023 08:04,Apr-14,yes,2,
1325,neither to be chosen nor the like,41,46,13-04-2023 08:04,Apr-14,yes,1,
1326,I will explain who,52,46,13-04-2023 08:04,Apr-14,no,2,
1327,when nothing,54,46,13-04-2023 08:04,Apr-14,yes,0,
1328,but he also takes it,57,46,13-04-2023 08:04,Apr-14,no,5,
1329,who is nothing,63,46,13-04-2023 08:04,Apr-14,no,6,
1330,be the inventor in,66,46,13-04-2023 08:04,Apr-14,yes,2,
1331,you must either,71,46,13-04-2023 08:04,Apr-14,yes,1,
1332,they succeed them,75,46,13-04-2023 08:04,Apr-14,no,3,
1333,I will open the pain of life,76,46,13-04-2023 08:04,Apr-14,yes,1,
1334,I continue to hate pleasure,82,46,13-04-2023 08:04,Apr-14,no,2,
1335,but the grief of these,87,46,13-04-2023 08:04,Apr-14,no,4,
1336,it is the fault of all the pains,91,46,13-04-2023 08:04,Apr-14,yes,2,
1337,for the choice of pleasure,92,46,13-04-2023 08:04,Apr-14,yes,1,
1338,no responsibilities of things,94,46,13-04-2023 08:04,Apr-14,no,2,
1339,by the desire of these who,97,46,13-04-2023 08:04,Apr-14,yes,0,
1340,right not to,99,46,13-04-2023 08:04,Apr-14,no,5,
1341,they do not know the pleasures of pleasures,100,46,13-04-2023 08:04,Apr-14,no,6,
1342,that with pleasure and,5,47,13-04-2023 08:04,Apr-14,yes,2,
1343,and consumer services,6,47,13-04-2023 08:04,Apr-14,yes,1,
1344,or I will explain the benefits,8,47,13-04-2023 08:04,Apr-14,no,3,
1345,We charge it as an exercise,14,47,13-04-2023 08:04,Apr-14,yes,1,
1346,but the great corrupt,17,47,13-04-2023 08:04,Apr-14,no,2,
1347,it will happen where the pleasure,18,47,13-04-2023 08:04,Apr-14,no,4,
1348,but here he is born,21,47,13-04-2023 08:04,Apr-14,yes,2,
1349,pleasures upon pleasures,24,47,13-04-2023 08:04,Apr-14,yes,1,
1350,with which labor,36,47,13-04-2023 08:04,Apr-14,no,2,
1351,the times at which,41,47,13-04-2023 08:04,Apr-14,yes,0,
1352,He really wants the truth,44,47,13-04-2023 08:04,Apr-14,no,5,
1353,and they are great,46,47,13-04-2023 08:04,Apr-14,no,6,
1354,in and I will open it,48,47,13-04-2023 08:04,Apr-14,yes,2,
1355,I freed them,54,47,13-04-2023 08:04,Apr-14,yes,1,
1356,an option for those who suffer,57,47,13-04-2023 08:04,Apr-14,no,3,
1357,not not present,60,47,13-04-2023 08:04,Apr-14,yes,1,
1358,they leave pain to pain,66,47,13-04-2023 08:04,Apr-14,no,2,
1359,to his often,69,47,13-04-2023 08:04,Apr-14,no,4,
1360,let him seek those necessities,71,47,13-04-2023 08:04,Apr-14,yes,2,
1361,they also provide for her,75,47,13-04-2023 08:04,Apr-14,yes,1,
1362,But let them be greedy,76,47,13-04-2023 08:04,Apr-14,no,2,
1363,the very pleasure of those who praise,85,47,13-04-2023 08:04,Apr-14,yes,0,
1364,bearing not of the body,91,47,13-04-2023 08:04,Apr-14,no,5,
1365,please trouble and,98,47,13-04-2023 08:04,Apr-14,no,6,
1366,the pain will be great,2,48,13-04-2023 08:04,Apr-14,yes,2,
1367,but pleasures from,3,48,13-04-2023 08:04,Apr-14,yes,1,
1368,and pain especially,4,48,13-04-2023 08:04,Apr-14,no,3,
1369,who will achieve that?,5,48,13-04-2023 08:04,Apr-14,yes,1,
1370,all fled and,10,48,13-04-2023 08:04,Apr-14,no,2,
1371,and they are resolved,14,48,13-04-2023 08:04,Apr-14,no,4,
1372,by rejecting him,17,48,13-04-2023 08:04,Apr-14,yes,2,
1373,Who is to be rejected?,21,48,13-04-2023 08:04,Apr-14,yes,1,
1374,pains will be less,24,48,13-04-2023 08:04,Apr-14,no,2,
1375,let him be blinded by flattery,33,48,13-04-2023 08:04,Apr-14,yes,0,
1376,but let them flee,35,48,13-04-2023 08:04,Apr-14,no,5,
1377,this and that of things,36,48,13-04-2023 08:04,Apr-14,no,6,
1378,but pain or,38,48,13-04-2023 08:04,Apr-14,yes,2,
1379,but what a fault,40,48,13-04-2023 08:04,Apr-14,yes,1,
1380,whence some and the like,41,48,13-04-2023 08:04,Apr-14,no,3,
1381,He wants to avoid them,43,48,13-04-2023 08:04,Apr-14,yes,1,
1382,but any which,54,48,13-04-2023 08:04,Apr-14,no,2,
1383,pains or pains,57,48,13-04-2023 08:04,Apr-14,no,4,
1384,less so indeed,66,48,13-04-2023 08:04,Apr-14,yes,2,
1385,they are the very distinction,71,48,13-04-2023 08:04,Apr-14,yes,1,
1386,pleasure at the time who,72,48,13-04-2023 08:04,Apr-14,no,2,
1387,ours hinders them,73,48,13-04-2023 08:04,Apr-14,yes,0,
1388,and they fall further,75,48,13-04-2023 08:04,Apr-14,no,5,
1389,indeed they are,76,48,13-04-2023 08:04,Apr-14,no,6,
1390,who and why,85,48,13-04-2023 08:04,Apr-14,yes,2,
1391,unless that is the case,91,48,13-04-2023 08:04,Apr-14,yes,1,
1392,"who, however, is great",94,48,13-04-2023 08:04,Apr-14,no,3,
1393,We accuse him of any kind,97,48,13-04-2023 08:04,Apr-14,yes,1,
1394,architect them either,5,49,13-04-2023 08:04,Apr-14,no,2,
1395,be gentle to bear,14,49,13-04-2023 08:04,Apr-14,no,4,
1396,no one gets a big deal,16,49,13-04-2023 08:04,Apr-14,yes,2,
1397,they leave the laborious but,17,49,13-04-2023 08:04,Apr-14,yes,1,
1398,let him flee from debt,21,49,13-04-2023 08:04,Apr-14,no,2,
1399,there are no mistakes,22,49,13-04-2023 08:04,Apr-14,yes,0,
1400,but the advantages of these,24,49,13-04-2023 08:04,Apr-14,no,5,
1401,pleasure because it is expedient,26,49,13-04-2023 08:04,Apr-14,no,6,
1402,prevents it from bearing,32,49,13-04-2023 08:04,Apr-14,yes,2,
1403,or the so-called pleasure,36,49,13-04-2023 08:04,Apr-14,yes,1,
1404,we can have pleasures or,37,49,13-04-2023 08:04,Apr-14,no,3,
1405,and similarly every,41,49,13-04-2023 08:04,Apr-14,yes,1,
1406,in neither pain,44,49,13-04-2023 08:04,Apr-14,no,2,
1407,we lead that pain,47,49,13-04-2023 08:04,Apr-14,no,4,
1408,that is an option,54,49,13-04-2023 08:04,Apr-14,yes,2,
1409,there are a lot of things,57,49,13-04-2023 08:04,Apr-14,yes,1,
1410,nor any of these,60,49,13-04-2023 08:04,Apr-14,no,2,
1411,mind because the architect,61,49,13-04-2023 08:04,Apr-14,yes,0,
1412,distinction is achieved by the inventor,63,49,13-04-2023 08:04,Apr-14,no,5,
1413,"it will happen, the times are bound",65,49,13-04-2023 08:04,Apr-14,no,6,
1414,because those flattered,66,49,13-04-2023 08:04,Apr-14,yes,2,
1415,they do not know the advantages either,71,49,13-04-2023 08:04,Apr-14,yes,1,
1416,from which all,75,49,13-04-2023 08:04,Apr-14,no,3,
1417,and the pains themselves,76,49,13-04-2023 08:04,Apr-14,yes,1,
1418,or none of the most valuable,79,49,13-04-2023 08:04,Apr-14,no,2,
1419,to some as an inventor,84,49,13-04-2023 08:04,Apr-14,no,4,
1420,those very times,87,49,13-04-2023 08:04,Apr-14,yes,2,
1421,they are anyone's inventor,91,49,13-04-2023 08:04,Apr-14,yes,1,
1422,He wants to seek the truth,93,49,13-04-2023 08:04,Apr-14,no,2,
1423,I will often open a large one,5,50,13-04-2023 08:04,Apr-14,yes,0,
1424,they provide for the consequences and,8,50,13-04-2023 08:04,Apr-14,no,5,
1425,but with flattery,14,50,13-04-2023 08:04,Apr-14,no,6,
1426,and the like never since,15,50,13-04-2023 08:04,Apr-14,yes,2,
1427,and because him,18,50,13-04-2023 08:04,Apr-14,yes,1,
1428,pleasure not matter,21,50,13-04-2023 08:04,Apr-14,no,3,
1429,distinction from the inventor,24,50,13-04-2023 08:04,Apr-14,yes,1,
1430,all who do not know,27,50,13-04-2023 08:04,Apr-14,no,2,
1431,to be assumed by necessity,28,50,13-04-2023 08:04,Apr-14,no,4,
1432,less things or,33,50,13-04-2023 08:04,Apr-14,yes,2,
1433,and other elders,36,50,13-04-2023 08:04,Apr-14,yes,1,
1434,free because,38,50,13-04-2023 08:04,Apr-14,no,2,
1435,who was born,39,50,13-04-2023 08:04,Apr-14,yes,0,
1436,for pleasure,40,50,13-04-2023 08:04,Apr-14,no,5,
1437,who at the time,41,50,13-04-2023 08:04,Apr-14,no,6,
1438,bearing him with hatred,46,50,13-04-2023 08:04,Apr-14,yes,2,
1439,they leave none because,54,50,13-04-2023 08:04,Apr-14,yes,1,
1440,to do them in time,55,50,13-04-2023 08:04,Apr-14,no,3,
1441,they do not know the pains of things,56,50,13-04-2023 08:04,Apr-14,yes,1,
1442,everyone wants to want,57,50,13-04-2023 08:04,Apr-14,no,2,
1443,Everyone wants the most valuable things,65,50,13-04-2023 08:04,Apr-14,no,4,
1444,right and ours,66,50,13-04-2023 08:04,Apr-14,yes,2,
1445,free speech,69,50,13-04-2023 08:04,Apr-14,yes,1,
1446,to pursue the pleasure of labor,70,50,13-04-2023 08:04,Apr-14,no,2,
1447,or in which exercise,71,50,13-04-2023 08:04,Apr-14,yes,0,
1448,especially let it be pardoned,72,50,13-04-2023 08:04,Apr-14,no,5,
1449,I will explain here,75,50,13-04-2023 08:04,Apr-14,no,6,
1450,no services to him,76,50,13-04-2023 08:04,Apr-14,yes,2,
1451,let it be a flight,84,50,13-04-2023 08:04,Apr-14,yes,1,
1452,that wise man,85,50,13-04-2023 08:04,Apr-14,no,3,
1453,this repulses the elasticity,91,50,13-04-2023 08:04,Apr-14,yes,1,
1454,debt trouble will follow,94,50,13-04-2023 08:04,Apr-14,no,2,
1455,for we can have pleasure,95,50,13-04-2023 08:04,Apr-14,no,4,
1456,I am sorry for some,99,50,13-04-2023 08:04,Apr-14,yes,2,
1457,but he wills it himself,5,51,13-04-2023 08:04,Apr-14,yes,1,
1458,said who pleasure,6,51,13-04-2023 08:04,Apr-14,no,2,
1459,but who cares,8,51,13-04-2023 08:04,Apr-14,yes,0,
1460,pleasure flight or,10,51,13-04-2023 08:04,Apr-14,no,5,
1461,because exercise pains,11,51,13-04-2023 08:04,Apr-14,no,6,
1462,he is asperated and all,12,51,13-04-2023 08:04,Apr-14,yes,2,
1463,corrupted by him,14,51,13-04-2023 08:04,Apr-14,yes,1,
1464,because but with hard work,17,51,13-04-2023 08:04,Apr-14,no,3,
1465,or them and,18,51,13-04-2023 08:04,Apr-14,yes,1,
1466,less and less,20,51,13-04-2023 08:04,Apr-14,no,2,
1467,the needs of those praising the services,21,51,13-04-2023 08:04,Apr-14,no,4,
1468,more or less,24,51,13-04-2023 08:04,Apr-14,yes,2,
1469,be prepared to endure,28,51,13-04-2023 08:04,Apr-14,yes,1,
1470,to be freed from the body,32,51,13-04-2023 08:04,Apr-14,no,2,
1471,that of the pleasures which,36,51,13-04-2023 08:04,Apr-14,yes,0,
1472,and by reason of truth,41,51,13-04-2023 08:04,Apr-14,no,5,
1473,or small pleasures,43,51,13-04-2023 08:04,Apr-14,no,6,
1474,him and his pains,47,51,13-04-2023 08:04,Apr-14,yes,2,
1475,are often and,54,51,13-04-2023 08:04,Apr-14,yes,1,
1476,for she and the like,55,51,13-04-2023 08:04,Apr-14,no,3,
1477,we accuse the elders of suffering,57,51,13-04-2023 08:04,Apr-14,yes,1,
1478,we lead from necessity,66,51,13-04-2023 08:04,Apr-14,no,2,
1479,trouble is bound to be repelled,71,51,13-04-2023 08:04,Apr-14,no,4,
1480,who,72,51,13-04-2023 08:04,Apr-14,yes,2,
1481,or you owe pleasure,75,51,13-04-2023 08:04,Apr-14,yes,1,
1482,of these who,76,51,13-04-2023 08:04,Apr-14,no,2,
1483,there is nothing to repel pleasure,78,51,13-04-2023 08:04,Apr-14,yes,0,
1484,whom he flees,91,51,13-04-2023 08:04,Apr-14,no,5,
1485,pleasures who pleasures,96,51,13-04-2023 08:04,Apr-14,no,6,
1486,and his and,98,51,13-04-2023 08:04,Apr-14,yes,2,
1487,all the pains of things,100,51,13-04-2023 08:04,Apr-14,yes,1,
1488,that is at,3,52,13-04-2023 08:04,Apr-14,no,3,
1489,trouble and neither,5,52,13-04-2023 08:04,Apr-14,yes,1,
1490,nor will I explain things,9,52,13-04-2023 08:04,Apr-14,no,2,
1491,they provide just to be assumed,12,52,13-04-2023 08:04,Apr-14,no,4,
1492,be or is,14,52,13-04-2023 08:04,Apr-14,yes,2,
1493,we accuse him of following the law,21,52,13-04-2023 08:04,Apr-14,yes,1,
1494,this pains with wisdom,24,52,13-04-2023 08:04,Apr-14,no,2,
1495,no snacks,26,52,13-04-2023 08:04,Apr-14,yes,0,
1496,to make the most valuable as,33,52,13-04-2023 08:04,Apr-14,no,5,
1497,it is the present of these,36,52,13-04-2023 08:04,Apr-14,no,6,
1498,because pleasure is nothing,38,52,13-04-2023 08:04,Apr-14,yes,2,
1499,out of his duties,41,52,13-04-2023 08:04,Apr-14,yes,1,
1500,as either you must,50,52,13-04-2023 08:04,Apr-14,no,3,
1501,that of life,54,52,13-04-2023 08:04,Apr-14,yes,1,
1502,those who do not succeed,55,52,13-04-2023 08:04,Apr-14,no,2,
1503,therefore they provide flexibility,57,52,13-04-2023 08:04,Apr-14,no,4,
1504,and the times that,61,52,13-04-2023 08:04,Apr-14,yes,2,
1505,easy needs and,63,52,13-04-2023 08:04,Apr-14,yes,1,
1506,often nothing either,66,52,13-04-2023 08:04,Apr-14,no,2,
1507,those who,69,52,13-04-2023 08:04,Apr-14,yes,0,
1508,it will be of great consequence,70,52,13-04-2023 08:04,Apr-14,no,5,
1509,who we accuse of the ways,71,52,13-04-2023 08:04,Apr-14,no,6,
1510,for the blessed and,72,52,13-04-2023 08:04,Apr-14,yes,2,
1511,and because it is just,73,52,13-04-2023 08:04,Apr-14,yes,1,
1512,Who is the pain?,75,52,13-04-2023 08:04,Apr-14,no,3,
1513,for the whole,76,52,13-04-2023 08:04,Apr-14,yes,1,
1514,let pleasure be spurned,79,52,13-04-2023 08:04,Apr-14,no,2,
1515,no services to the architect,82,52,13-04-2023 08:04,Apr-14,no,4,
1516,but who,91,52,13-04-2023 08:04,Apr-14,yes,2,
1517,hate will result here,94,52,13-04-2023 08:04,Apr-14,yes,1,
1518,not great pleasures,5,53,13-04-2023 08:04,Apr-14,no,2,
1519,never with a desire for pleasures,8,53,13-04-2023 08:04,Apr-14,yes,0,
1520,and him of things,14,53,13-04-2023 08:04,Apr-14,no,5,
1521,It will never happen,15,53,13-04-2023 08:04,Apr-14,no,6,
1522,that you may see,17,53,13-04-2023 08:04,Apr-14,yes,2,
1523,to choose the pleasures of the body,19,53,13-04-2023 08:04,Apr-14,yes,1,
1524,to assume and accuse,21,53,13-04-2023 08:04,Apr-14,no,3,
1525,It prevents great pain,24,53,13-04-2023 08:04,Apr-14,yes,1,
1526,hence the pleasures,26,53,13-04-2023 08:04,Apr-14,no,2,
1527,but he will criticize his life,35,53,13-04-2023 08:04,Apr-14,no,4,
1528,birth hinders forgiveness,36,53,13-04-2023 08:04,Apr-14,yes,2,
1529,but who can we?,37,53,13-04-2023 08:04,Apr-14,yes,1,
1530,but the pain flees,39,53,13-04-2023 08:04,Apr-14,no,2,
1531,except those who praise never,41,53,13-04-2023 08:04,Apr-14,yes,0,
1532,it takes times of trouble,52,53,13-04-2023 08:04,Apr-14,no,5,
1533,because the whole will follow,54,53,13-04-2023 08:04,Apr-14,no,6,
1534,but either loose,57,53,13-04-2023 08:04,Apr-14,yes,2,
1535,with the pain of being rejected,60,53,13-04-2023 08:04,Apr-14,yes,1,
1536,and that of these,62,53,13-04-2023 08:04,Apr-14,no,3,
1537,not of life and,65,53,13-04-2023 08:04,Apr-14,yes,1,
1538,as the most worthy of pains,66,53,13-04-2023 08:04,Apr-14,no,2,
1539,the great pleasure of things,69,53,13-04-2023 08:04,Apr-14,no,4,
1540,Let him avoid pleasure,71,53,13-04-2023 08:04,Apr-14,yes,2,
1541,as no one,75,53,13-04-2023 08:04,Apr-14,yes,1,
1542,the spirit of repudiation is great,76,53,13-04-2023 08:04,Apr-14,no,2,
1543,no matter how painful it may be,82,53,13-04-2023 08:04,Apr-14,yes,0,
1544,nor indeed,84,53,13-04-2023 08:04,Apr-14,no,5,
1545,I will not accept the pain,85,53,13-04-2023 08:04,Apr-14,no,6,
1546,the matter is even rougher,91,53,13-04-2023 08:04,Apr-14,yes,2,
1547,they did not fail to receive it,93,53,13-04-2023 08:04,Apr-14,yes,1,
1548,except pain and flight,94,53,13-04-2023 08:04,Apr-14,no,3,
1549,and further here,95,53,13-04-2023 08:04,Apr-14,yes,1,
1550,as the pleasure of pleasures,100,53,13-04-2023 08:04,Apr-14,no,2,
1551,or he may seek to be darkened,4,54,13-04-2023 08:04,Apr-14,no,4,
1552,for it is because,5,54,13-04-2023 08:04,Apr-14,yes,2,
1553,but the smallest than,8,54,13-04-2023 08:04,Apr-14,yes,1,
1554,pleasure to do,9,54,13-04-2023 08:04,Apr-14,no,2,
1555,flexibility pains times,14,54,13-04-2023 08:04,Apr-14,yes,0,
1556,which he achieves by hard work,15,54,13-04-2023 08:04,Apr-14,no,5,
1557,the pleasure of any wise man,20,54,13-04-2023 08:04,Apr-14,no,6,
1558,who wants to,21,54,13-04-2023 08:04,Apr-14,yes,2,
1559,to be relieved of the burdens of things,24,54,13-04-2023 08:04,Apr-14,yes,1,
1560,he is not given to pleasures,26,54,13-04-2023 08:04,Apr-14,no,3,
1561,rejecting the option to,27,54,13-04-2023 08:04,Apr-14,yes,1,
1562,we draw insight from,32,54,13-04-2023 08:04,Apr-14,no,2,
1563,the pain is only to be borne,33,54,13-04-2023 08:04,Apr-14,no,4,
1564,he wants to be free and,35,54,13-04-2023 08:04,Apr-14,yes,2,
1565,let them be as they are,36,54,13-04-2023 08:04,Apr-14,yes,1,
1566,you see and that,40,54,13-04-2023 08:04,Apr-14,no,2,
1567,except for the reason of pleasure,41,54,13-04-2023 08:04,Apr-14,yes,0,
1568,never laborious,42,54,13-04-2023 08:04,Apr-14,no,5,
1569,as indeed with pains,43,54,13-04-2023 08:04,Apr-14,no,6,
1570,I hate pleasure indeed,54,54,13-04-2023 08:04,Apr-14,yes,2,
1571,and of things,57,54,13-04-2023 08:04,Apr-14,yes,1,
1572,flight is hindered,61,54,13-04-2023 08:04,Apr-14,no,3,
1573,and greater trouble,66,54,13-04-2023 08:04,Apr-14,yes,1,
1574,does not hinder the accusers,71,54,13-04-2023 08:04,Apr-14,no,2,
1575,hate result a,75,54,13-04-2023 08:04,Apr-14,no,4,
1576,We are not corrupted,76,54,13-04-2023 08:04,Apr-14,yes,2,
1577,are to be assumed at times,91,54,13-04-2023 08:04,Apr-14,yes,1,
1578,pains itself,93,54,13-04-2023 08:04,Apr-14,no,2,
1579,the pain of a happy soul,94,54,13-04-2023 08:04,Apr-14,yes,0,
1580,who all,96,54,13-04-2023 08:04,Apr-14,no,5,
1581,who are the inventors,99,54,13-04-2023 08:04,Apr-14,no,6,
1582,to follow all,100,54,13-04-2023 08:04,Apr-14,yes,2,
1583,She was happy with her pleasures,2,55,13-04-2023 08:04,Apr-14,yes,1,
1584,I will explain in error,5,55,13-04-2023 08:04,Apr-14,no,3,
1585,easy option in,12,55,13-04-2023 08:04,Apr-14,yes,1,
1586,responsibilities rather than pleasure,13,55,13-04-2023 08:04,Apr-14,no,2,
1587,there is nothing like flight,14,55,13-04-2023 08:04,Apr-14,no,4,
1588,that is our mistake,16,55,13-04-2023 08:04,Apr-14,yes,2,
1589,not be an option,17,55,13-04-2023 08:04,Apr-14,yes,1,
1590,and said offices,21,55,13-04-2023 08:04,Apr-14,no,2,
1591,and not of truth,24,55,13-04-2023 08:04,Apr-14,yes,0,
1592,"for some, no one works",30,55,13-04-2023 08:04,Apr-14,no,5,
1593,pains that pains,32,55,13-04-2023 08:04,Apr-14,no,6,
1594,But they happen to us,35,55,13-04-2023 08:04,Apr-14,yes,2,
1595,It takes a life choice,36,55,13-04-2023 08:04,Apr-14,yes,1,
1596,them or any,39,55,13-04-2023 08:04,Apr-14,no,3,
1597,to follow the flight which,40,55,13-04-2023 08:04,Apr-14,yes,1,
1598,never hurt him,41,55,13-04-2023 08:04,Apr-14,no,2,
1599,on the accusers and those,43,55,13-04-2023 08:04,Apr-14,no,4,
1600,unless it happens because,50,55,13-04-2023 08:04,Apr-14,yes,2,
1601,and pains or,54,55,13-04-2023 08:04,Apr-14,yes,1,
1602,he will criticize the choice,55,55,13-04-2023 08:04,Apr-14,no,2,
1603,said neither pleasure,57,55,13-04-2023 08:04,Apr-14,yes,0,
1604,to be assumed for our benefit,66,55,13-04-2023 08:04,Apr-14,no,5,
1605,we are leading services,70,55,13-04-2023 08:04,Apr-14,no,6,
1606,blessed because laborious,71,55,13-04-2023 08:04,Apr-14,yes,2,
1607,they are painful or,75,55,13-04-2023 08:04,Apr-14,yes,1,
1608,it will follow that they are older,76,55,13-04-2023 08:04,Apr-14,no,3,
1609,they are also to be refused,91,55,13-04-2023 08:04,Apr-14,yes,1,
1610,it should be given to the gentle because,5,56,13-04-2023 08:04,Apr-14,no,2,
1611,from whom he wills,8,56,13-04-2023 08:04,Apr-14,no,4,
1612,trouble and with,14,56,13-04-2023 08:04,Apr-14,yes,2,
1613,He hates it,15,56,13-04-2023 08:04,Apr-14,yes,1,
1614,pleasure or pain,18,56,13-04-2023 08:04,Apr-14,no,2,
1615,let it be just,21,56,13-04-2023 08:04,Apr-14,yes,0,
1616,with pleasure often them,22,56,13-04-2023 08:04,Apr-14,no,5,
1617,who repels and,24,56,13-04-2023 08:04,Apr-14,no,6,
1618,"who, indeed, were blinded",35,56,13-04-2023 08:04,Apr-14,yes,2,
1619,when you get to assume,36,56,13-04-2023 08:04,Apr-14,yes,1,
